Number_of_people,Average_Age,Total_Income,Occupation,Lifestyle,House_Size,Presence_of_garden,Number_of_bathrooms,Dishwasher_usage,Washing_machine_usage,Swimming_pool,Water_storage,Water_footprint
6,50,168463,Retired,Minimalist,932,Yes,3,Rarely,Never,No,Well,11839
5,63,33887,Salaried,Luxury,1851,Yes,2,Never,Never,No,Well,2105
7,51,97720,Retired,Luxury,1739,No,2,Daily,Rarely,Yes,Well,4758
3,38,96206,Business,Minimalist,2027,No,3,Daily,Rarely,No,Well,9869
5,12,191669,Retired,Average,2650,Yes,3,Weekly,Never,No,Direct Supply,2007
5,78,199798,Business,Average,2148,No,3,Daily,Weekly,No,Direct Supply,2889
7,55,59739,Student,Luxury,813,No,2,Rarely,Never,Yes,Well,2906
5,33,62562,Business,Minimalist,1081,No,2,Never,Never,Yes,Tank,14836
7,45,129808,Business,Luxury,1208,Yes,1,Rarely,Rarely,No,Direct Supply,2169
6,23,163767,Retired,Average,2316,Yes,3,Never,Never,Yes,Tank,6212
3,71,22265,Retired,Luxury,887,Yes,2,Rarely,Never,No,Well,9605
4,59,25666,Business,Minimalist,1166,Yes,3,Daily,Never,No,Well,6087
5,32,45399,Business,Average,1068,No,3,Rarely,Never,Yes,Tank,10076
5,13,34622,Retired,Average,2513,No,2,Weekly,Weekly,No,Well,13249
2,77,129536,Retired,Average,634,Yes,3,Rarely,Daily,No,Well,11379
3,49,91148,Salaried,Average,2063,No,4,Daily,Never,Yes,Direct Supply,6539
2,55,180174,Salaried,Luxury,712,No,1,Never,Rarely,No,Tank,11357
4,12,36828,Salaried,Average,2187,Yes,3,Daily,Never,No,Direct Supply,9623
6,74,95246,Student,Minimalist,1040,Yes,1,Weekly,Rarely,No,Tank,8364
7,78,55544,Business,Minimalist,1238,No,2,Never,Weekly,Yes,Tank,7702
5,46,25020,Business,Average,825,Yes,2,Rarely,Weekly,No,Tank,2779
5,9,124685,Student,Luxury,1213,No,4,Weekly,Never,Yes,Tank,8184
6,76,120913,Retired,Minimalist,2976,No,1,Never,Never,Yes,Well,3136
3,27,112798,Student,Minimalist,1030,No,2,Weekly,Weekly,Yes,Tank,9744
6,41,133534,Business,Luxury,1396,No,1,Weekly,Never,No,Direct Supply,10456
5,12,96360,Business,Luxury,1942,No,2,Never,Never,Yes,Direct Supply,10871
4,67,151651,Salaried,Average,575,No,2,Rarely,Weekly,No,Direct Supply,14908
7,1,39527,Business,Luxury,866,Yes,2,Never,Never,No,Well,4079
4,19,154812,Business,Average,1079,No,1,Rarely,Weekly,No,Well,6530
7,4,23561,Retired,Average,1574,No,4,Never,Rarely,No,Tank,12821
4,38,87510,Salaried,Average,612,No,3,Daily,Daily,Yes,Tank,3551
7,45,148783,Student,Minimalist,1555,No,1,Never,Weekly,Yes,Well,9587
6,30,171185,Retired,Average,525,Yes,2,Rarely,Daily,No,Direct Supply,9566
2,74,80583,Business,Minimalist,2908,No,2,Never,Never,No,Direct Supply,9841
5,10,183259,Retired,Luxury,625,Yes,3,Never,Never,No,Direct Supply,6414
7,52,112959,Student,Minimalist,625,No,4,Rarely,Never,Yes,Well,11587
4,42,44572,Student,Average,1993,No,3,Rarely,Weekly,No,Direct Supply,5974
1,8,145888,Salaried,Luxury,506,No,4,Never,Weekly,No,Well,2274
5,52,58863,Retired,Minimalist,2196,No,3,Daily,Never,No,Tank,4097
4,78,164835,Retired,Average,1021,No,3,Never,Rarely,Yes,Well,13514
7,12,199224,Retired,Minimalist,1596,Yes,3,Daily,Never,Yes,Tank,12844
6,70,174700,Business,Average,1782,Yes,1,Rarely,Rarely,Yes,Well,4230
1,80,122770,Business,Minimalist,1283,Yes,4,Never,Daily,No,Well,4261
2,79,38657,Student,Average,727,Yes,4,Daily,Weekly,Yes,Well,5715
3,58,119803,Salaried,Minimalist,1965,No,1,Weekly,Rarely,No,Tank,2916
2,13,149043,Retired,Luxury,1617,Yes,2,Daily,Daily,No,Tank,2255
1,9,166685,Salaried,Luxury,1968,Yes,2,Rarely,Daily,Yes,Well,2913
1,13,150282,Retired,Minimalist,2061,Yes,3,Weekly,Rarely,No,Tank,9782
4,55,115366,Salaried,Average,958,No,1,Rarely,Daily,No,Well,7929
2,24,34115,Salaried,Average,659,No,2,Rarely,Rarely,Yes,Tank,10856
1,4,192602,Salaried,Minimalist,2232,Yes,4,Rarely,Daily,Yes,Direct Supply,13620
2,54,90791,Salaried,Luxury,909,No,1,Weekly,Never,No,Tank,13266
7,14,197006,Student,Average,2398,No,4,Daily,Daily,No,Direct Supply,4870
1,47,154381,Salaried,Luxury,2876,No,4,Daily,Daily,No,Well,4708
7,37,178799,Retired,Average,2444,Yes,1,Weekly,Rarely,Yes,Tank,6354
6,43,139528,Business,Luxury,1946,Yes,4,Daily,Daily,Yes,Tank,10038
3,29,165233,Business,Minimalist,2040,No,2,Daily,Daily,No,Well,9500
6,76,72315,Student,Average,2007,No,4,Weekly,Weekly,No,Direct Supply,6473
1,48,188025,Student,Luxury,1395,No,3,Never,Daily,Yes,Well,11808
5,68,34027,Retired,Minimalist,502,Yes,4,Weekly,Weekly,No,Tank,3157
7,47,134550,Student,Average,1690,Yes,4,Rarely,Weekly,No,Direct Supply,12872
4,16,40224,Retired,Average,1792,No,2,Weekly,Weekly,No,Well,8871
1,37,162509,Student,Luxury,1519,No,1,Rarely,Weekly,No,Direct Supply,9643
7,70,48772,Business,Average,1080,Yes,3,Never,Rarely,Yes,Direct Supply,9408
3,8,163502,Retired,Luxury,1421,No,1,Daily,Daily,Yes,Well,10657
5,28,187687,Student,Luxury,2492,Yes,4,Weekly,Rarely,Yes,Direct Supply,4655
1,17,162069,Business,Average,1250,No,4,Daily,Never,Yes,Well,5941
4,34,177673,Student,Minimalist,1236,No,3,Weekly,Weekly,No,Well,5481
4,77,155913,Business,Luxury,558,No,3,Daily,Never,Yes,Direct Supply,3788
5,33,183547,Business,Average,959,Yes,3,Rarely,Never,No,Direct Supply,10254
1,52,81551,Retired,Average,2660,No,2,Daily,Rarely,Yes,Direct Supply,10652
4,80,27566,Student,Minimalist,1452,Yes,1,Rarely,Rarely,Yes,Direct Supply,13855
3,64,24317,Salaried,Luxury,1599,No,3,Never,Never,Yes,Direct Supply,9125
7,44,180411,Salaried,Average,1166,No,3,Weekly,Rarely,Yes,Tank,12263
6,59,44439,Retired,Average,560,No,3,Weekly,Rarely,No,Well,6628
7,70,44560,Business,Minimalist,2755,Yes,1,Weekly,Weekly,No,Direct Supply,4913
1,27,84743,Retired,Average,1465,Yes,2,Rarely,Daily,No,Direct Supply,8517
3,65,182215,Business,Average,2354,Yes,1,Daily,Never,No,Direct Supply,13788
4,17,24019,Student,Minimalist,2970,Yes,1,Daily,Never,Yes,Tank,14777
1,50,48060,Retired,Average,2314,No,2,Daily,Never,Yes,Tank,10932
7,15,98633,Student,Minimalist,840,No,1,Never,Rarely,Yes,Direct Supply,14029
4,70,59789,Salaried,Luxury,2364,No,4,Daily,Daily,Yes,Well,2108
7,69,191257,Retired,Luxury,2989,Yes,4,Daily,Weekly,Yes,Direct Supply,10244
4,24,117831,Business,Minimalist,2878,No,3,Weekly,Never,No,Direct Supply,3503
2,4,121257,Salaried,Average,1655,Yes,4,Weekly,Never,Yes,Direct Supply,3060
1,66,170289,Retired,Luxury,2879,No,1,Daily,Daily,Yes,Well,12497
5,53,25160,Business,Average,2864,Yes,2,Rarely,Rarely,No,Well,6715
3,4,52157,Student,Average,794,No,4,Daily,Rarely,No,Well,6852
6,11,183055,Retired,Luxury,1203,No,3,Never,Never,Yes,Well,2481
4,47,108249,Business,Average,2557,No,1,Daily,Daily,Yes,Well,7038
1,39,162198,Retired,Minimalist,1854,No,1,Rarely,Daily,No,Tank,11359
7,72,171805,Salaried,Luxury,2845,Yes,3,Daily,Daily,No,Direct Supply,13733
7,51,127001,Business,Average,2405,No,4,Daily,Daily,Yes,Direct Supply,13846
6,59,24463,Retired,Minimalist,931,No,1,Rarely,Never,Yes,Tank,9003
5,66,25255,Retired,Average,2995,Yes,1,Weekly,Never,Yes,Direct Supply,10526
3,42,149792,Salaried,Luxury,1458,Yes,2,Never,Rarely,Yes,Tank,9466
1,68,99538,Salaried,Average,2246,Yes,4,Weekly,Rarely,Yes,Tank,5748
1,78,23826,Business,Minimalist,2683,No,1,Rarely,Rarely,Yes,Tank,8419
4,41,110634,Retired,Luxury,2063,Yes,1,Never,Weekly,No,Direct Supply,3424
7,39,35134,Retired,Minimalist,645,Yes,1,Rarely,Rarely,Yes,Tank,7053
5,11,119702,Retired,Luxury,1487,Yes,4,Rarely,Never,Yes,Well,6259
2,70,154231,Retired,Luxury,780,No,1,Weekly,Daily,Yes,Well,10171
2,30,60642,Retired,Average,1130,Yes,4,Rarely,Daily,Yes,Tank,4938
7,60,183651,Retired,Minimalist,1792,Yes,3,Never,Daily,No,Well,7741
5,61,125272,Business,Luxury,2836,Yes,2,Weekly,Never,Yes,Tank,14957
6,31,29800,Retired,Minimalist,1494,Yes,3,Daily,Daily,No,Direct Supply,11855
5,73,42410,Business,Luxury,726,No,4,Daily,Rarely,Yes,Direct Supply,12082
3,56,100657,Retired,Average,2647,No,2,Never,Never,Yes,Well,5199
6,28,57663,Retired,Average,2111,No,1,Daily,Daily,Yes,Well,7161
1,75,138890,Student,Average,2231,No,4,Rarely,Rarely,No,Direct Supply,10414
7,62,99556,Student,Average,2580,No,3,Rarely,Never,No,Well,13460
7,19,176014,Student,Luxury,1248,No,2,Rarely,Daily,Yes,Well,7797
1,48,165138,Salaried,Average,2976,No,4,Never,Rarely,Yes,Direct Supply,12117
3,58,163730,Retired,Average,755,No,1,Never,Never,Yes,Direct Supply,4166
2,34,78083,Student,Minimalist,2554,Yes,1,Never,Daily,No,Direct Supply,11007
5,35,169153,Retired,Average,1625,No,4,Weekly,Daily,Yes,Well,5070
3,19,192597,Retired,Luxury,1595,No,4,Daily,Never,Yes,Well,6213
4,69,127657,Salaried,Minimalist,1013,Yes,2,Daily,Never,Yes,Tank,9089
3,26,30283,Business,Minimalist,1292,No,2,Weekly,Rarely,Yes,Well,11146
1,30,75040,Retired,Minimalist,2735,No,2,Weekly,Rarely,No,Well,4658
3,40,111824,Retired,Minimalist,1174,Yes,1,Rarely,Never,Yes,Tank,6718
1,54,45286,Salaried,Luxury,541,Yes,2,Weekly,Never,Yes,Direct Supply,14731
7,54,49668,Business,Average,1953,Yes,4,Never,Weekly,Yes,Tank,2518
4,30,36259,Salaried,Minimalist,1776,No,2,Rarely,Never,Yes,Direct Supply,12501
5,78,131032,Retired,Average,2108,Yes,3,Never,Rarely,No,Direct Supply,4745
3,43,132680,Retired,Luxury,1245,Yes,3,Never,Rarely,No,Tank,13831
5,38,71065,Salaried,Luxury,1824,No,4,Weekly,Rarely,Yes,Direct Supply,8851
2,70,49367,Business,Average,1799,No,2,Never,Weekly,No,Tank,9626
6,6,127467,Business,Average,2845,Yes,3,Never,Never,No,Tank,12254
3,19,39739,Business,Average,1697,Yes,4,Rarely,Daily,No,Direct Supply,12529
7,67,41886,Salaried,Luxury,1229,No,4,Weekly,Rarely,Yes,Direct Supply,11170
7,56,89528,Student,Minimalist,2039,Yes,4,Daily,Never,No,Direct Supply,11666
2,73,38977,Retired,Luxury,2633,No,1,Rarely,Daily,No,Direct Supply,6586
2,32,165532,Salaried,Minimalist,887,Yes,4,Never,Weekly,Yes,Well,8935
4,4,101486,Business,Minimalist,1281,No,2,Daily,Rarely,Yes,Direct Supply,9517
5,32,68049,Salaried,Minimalist,1588,No,2,Rarely,Daily,Yes,Tank,7293
1,62,30158,Retired,Average,2233,No,3,Never,Never,No,Well,2748
6,21,57141,Retired,Luxury,1441,Yes,4,Never,Weekly,Yes,Well,4362
4,74,195948,Retired,Luxury,1042,Yes,4,Rarely,Never,No,Direct Supply,6302
4,21,98185,Student,Luxury,1665,Yes,2,Never,Never,No,Tank,6339
6,45,50498,Business,Minimalist,961,Yes,4,Weekly,Never,Yes,Well,12952
3,49,44441,Salaried,Minimalist,1781,No,4,Daily,Never,Yes,Direct Supply,2142
2,41,190251,Student,Minimalist,2627,No,1,Never,Weekly,No,Tank,12611
7,6,151947,Salaried,Luxury,2197,Yes,3,Never,Weekly,Yes,Well,9165
6,27,70768,Salaried,Average,2468,No,3,Never,Never,Yes,Direct Supply,14234
5,12,76735,Salaried,Average,2502,Yes,3,Weekly,Weekly,Yes,Direct Supply,12358
3,60,20945,Student,Minimalist,2398,Yes,1,Weekly,Never,No,Tank,8219
2,67,135546,Business,Minimalist,1171,No,2,Weekly,Daily,No,Tank,14868
2,5,143147,Student,Luxury,2287,Yes,4,Daily,Weekly,No,Direct Supply,6998
4,16,32264,Retired,Minimalist,2728,No,3,Weekly,Daily,No,Well,13379
1,42,170669,Salaried,Luxury,2835,No,1,Weekly,Daily,Yes,Tank,6834
2,19,21851,Business,Average,506,Yes,2,Rarely,Weekly,Yes,Direct Supply,2947
1,18,198865,Student,Luxury,1682,Yes,1,Rarely,Never,Yes,Direct Supply,11185
6,43,175518,Retired,Average,2814,Yes,2,Rarely,Rarely,Yes,Direct Supply,9873
6,32,149557,Business,Minimalist,614,Yes,2,Daily,Never,No,Well,9123
1,3,108202,Business,Luxury,2349,No,3,Rarely,Weekly,No,Direct Supply,10643
6,69,127978,Salaried,Average,2073,No,2,Weekly,Never,No,Direct Supply,2120
7,26,102890,Retired,Average,2128,No,1,Never,Never,No,Direct Supply,2107
5,50,112083,Student,Minimalist,2374,Yes,3,Never,Daily,No,Tank,5163
6,45,116039,Business,Minimalist,2610,No,3,Rarely,Weekly,Yes,Direct Supply,13836
1,22,179217,Salaried,Average,2233,No,1,Weekly,Weekly,No,Well,2376
7,7,143709,Business,Luxury,995,Yes,4,Weekly,Rarely,Yes,Tank,9429
4,45,198866,Salaried,Average,1432,No,3,Daily,Never,No,Direct Supply,13353
1,72,83335,Business,Minimalist,2781,No,4,Rarely,Rarely,No,Well,5780
5,75,64596,Business,Average,2435,Yes,2,Never,Daily,No,Direct Supply,6646
2,16,38288,Salaried,Average,956,Yes,4,Weekly,Rarely,No,Tank,11339
7,14,183222,Salaried,Luxury,2400,Yes,4,Daily,Daily,Yes,Well,4213
4,16,25213,Salaried,Minimalist,2265,No,3,Rarely,Daily,Yes,Direct Supply,13002
6,77,138300,Salaried,Minimalist,1030,Yes,2,Weekly,Rarely,No,Direct Supply,6747
7,43,48633,Salaried,Minimalist,2548,No,4,Weekly,Rarely,Yes,Tank,5958
5,67,118866,Student,Average,2894,No,4,Daily,Daily,No,Tank,8267
7,43,50536,Salaried,Luxury,1074,Yes,1,Daily,Daily,No,Tank,12664
2,35,102297,Business,Minimalist,711,No,2,Weekly,Never,No,Tank,5980
7,75,47997,Student,Luxury,1156,No,3,Daily,Daily,No,Direct Supply,4790
4,47,82939,Salaried,Average,1626,Yes,3,Weekly,Weekly,No,Well,3968
3,48,92267,Student,Minimalist,1591,Yes,2,Never,Weekly,Yes,Well,6984
7,40,191467,Retired,Average,2326,Yes,3,Rarely,Daily,No,Well,3117
6,66,59846,Retired,Average,2044,Yes,2,Daily,Weekly,No,Tank,10762
3,64,150681,Salaried,Luxury,1020,No,2,Weekly,Daily,No,Well,5478
5,57,167523,Salaried,Minimalist,614,Yes,4,Weekly,Weekly,No,Well,10441
7,7,64588,Business,Luxury,1098,Yes,3,Daily,Weekly,Yes,Tank,5857
7,2,90183,Business,Luxury,1670,Yes,2,Daily,Never,Yes,Direct Supply,10643
6,28,149317,Retired,Minimalist,2351,Yes,3,Never,Never,No,Direct Supply,4220
1,27,99492,Business,Luxury,939,No,1,Never,Never,Yes,Tank,4673
1,13,82718,Business,Luxury,1470,Yes,4,Rarely,Never,No,Direct Supply,4647
3,25,85693,Business,Minimalist,1450,No,1,Rarely,Never,Yes,Tank,9909
7,74,184487,Business,Luxury,1752,Yes,1,Rarely,Rarely,No,Well,4789
4,27,191394,Salaried,Average,1521,No,4,Daily,Never,No,Well,5759
4,65,138320,Salaried,Average,1635,No,1,Daily,Never,No,Well,14481
6,63,174929,Business,Minimalist,2126,Yes,2,Rarely,Rarely,Yes,Well,3482
4,1,171371,Salaried,Luxury,1960,No,4,Rarely,Never,Yes,Direct Supply,3979
5,26,111630,Salaried,Average,2218,No,1,Weekly,Weekly,No,Tank,14034
2,62,131853,Retired,Average,1557,No,2,Rarely,Rarely,Yes,Tank,11782
4,76,135471,Retired,Luxury,993,Yes,1,Never,Weekly,No,Well,5474
2,65,48469,Business,Minimalist,589,Yes,1,Daily,Daily,No,Tank,12636
6,68,112103,Student,Minimalist,2674,No,2,Weekly,Never,Yes,Tank,9052
6,42,28425,Business,Minimalist,1741,No,4,Rarely,Daily,No,Tank,14869
2,24,23922,Student,Minimalist,1944,Yes,4,Never,Never,No,Well,2987
4,54,144891,Retired,Average,2659,Yes,1,Never,Never,No,Direct Supply,10397
5,42,21506,Business,Minimalist,1700,No,2,Never,Rarely,Yes,Tank,10217
5,22,176226,Retired,Luxury,2697,Yes,2,Daily,Rarely,No,Well,7042
3,80,185196,Salaried,Minimalist,2021,No,2,Daily,Weekly,Yes,Direct Supply,10892
5,79,185320,Salaried,Luxury,1926,No,1,Weekly,Never,No,Direct Supply,3862
7,57,158190,Student,Average,2931,No,2,Never,Weekly,No,Direct Supply,8138
6,73,64516,Business,Minimalist,2964,Yes,2,Weekly,Weekly,No,Direct Supply,12779
4,18,117842,Student,Luxury,2858,No,1,Daily,Weekly,No,Tank,3696
7,61,23537,Retired,Average,1446,Yes,2,Rarely,Rarely,No,Tank,6695
2,46,198229,Business,Average,2743,No,1,Weekly,Daily,Yes,Direct Supply,9054
4,61,49372,Business,Minimalist,1821,Yes,3,Never,Daily,No,Tank,10685
3,7,157558,Student,Minimalist,1949,No,1,Daily,Never,No,Well,3535
4,78,132460,Retired,Average,1300,Yes,4,Rarely,Weekly,Yes,Direct Supply,13847
6,17,108036,Student,Luxury,2240,No,2,Never,Never,No,Direct Supply,9120
5,36,165476,Retired,Luxury,2478,Yes,4,Daily,Weekly,Yes,Well,14572
5,27,24588,Business,Average,2492,Yes,1,Never,Rarely,Yes,Direct Supply,13513
5,26,112466,Retired,Average,2518,No,4,Rarely,Daily,Yes,Tank,8735
7,3,171708,Business,Average,1054,No,1,Daily,Never,No,Well,6944
4,74,191510,Business,Luxury,1591,No,1,Daily,Weekly,Yes,Tank,2452
5,32,195649,Student,Average,1477,Yes,3,Daily,Weekly,Yes,Direct Supply,14236
4,28,54069,Business,Minimalist,923,No,3,Weekly,Rarely,No,Well,12319
2,49,32527,Business,Luxury,2543,Yes,1,Weekly,Daily,Yes,Well,10433
6,40,47872,Business,Minimalist,2986,No,4,Never,Weekly,No,Well,11377
4,76,126683,Salaried,Average,2815,Yes,2,Daily,Daily,Yes,Tank,2686
5,3,104598,Salaried,Minimalist,2848,Yes,2,Daily,Weekly,No,Well,13163
6,61,179323,Salaried,Luxury,1806,No,2,Never,Daily,Yes,Well,5621
3,75,108967,Retired,Average,2569,No,3,Weekly,Never,No,Tank,10558
1,19,64399,Salaried,Luxury,1446,No,4,Weekly,Daily,Yes,Well,4167
5,53,126373,Student,Luxury,1955,No,3,Daily,Rarely,No,Direct Supply,7585
5,51,177416,Business,Average,770,No,1,Rarely,Weekly,No,Well,3758
6,48,37854,Salaried,Average,2588,No,1,Never,Never,No,Direct Supply,11363
4,60,66081,Salaried,Luxury,2213,Yes,1,Never,Daily,No,Direct Supply,13341
7,79,115272,Student,Average,2946,No,2,Weekly,Rarely,Yes,Direct Supply,3035
1,51,45108,Retired,Average,2836,No,1,Never,Never,No,Well,13778
2,39,168878,Student,Average,2724,Yes,4,Daily,Never,Yes,Tank,4399
6,64,134428,Salaried,Minimalist,1774,No,4,Weekly,Rarely,No,Direct Supply,8529
4,11,74855,Student,Average,2739,No,2,Never,Daily,No,Direct Supply,9138
2,70,38371,Student,Luxury,569,No,4,Weekly,Never,No,Tank,13545
4,51,61849,Salaried,Minimalist,1426,No,2,Weekly,Never,Yes,Tank,13457
6,1,45366,Business,Minimalist,2343,Yes,4,Weekly,Never,No,Well,7987
7,59,192698,Salaried,Luxury,2679,No,3,Never,Rarely,No,Direct Supply,4265
7,79,179640,Business,Minimalist,550,Yes,2,Rarely,Daily,No,Direct Supply,8406
4,8,113095,Business,Minimalist,2291,No,1,Rarely,Never,Yes,Direct Supply,13606
7,29,107053,Student,Average,1965,Yes,1,Never,Rarely,Yes,Well,8448
1,7,171143,Salaried,Luxury,1696,No,3,Never,Daily,Yes,Tank,13076
5,61,107754,Retired,Minimalist,2618,No,4,Rarely,Never,No,Well,5261
5,48,53540,Salaried,Minimalist,561,Yes,3,Weekly,Daily,Yes,Well,4024
5,48,40780,Business,Minimalist,1583,No,4,Rarely,Rarely,Yes,Tank,13437
2,56,57101,Retired,Average,1092,Yes,3,Never,Daily,Yes,Tank,10602
5,80,98633,Retired,Minimalist,739,Yes,2,Never,Daily,No,Direct Supply,9194
4,39,124575,Business,Luxury,1030,No,2,Daily,Rarely,No,Direct Supply,2523
5,28,95470,Retired,Luxury,2945,Yes,2,Never,Never,No,Tank,14650
1,21,162343,Student,Luxury,640,Yes,3,Never,Rarely,No,Tank,12670
5,26,91406,Business,Average,2955,Yes,4,Rarely,Rarely,No,Direct Supply,5448
6,19,84742,Student,Luxury,2686,No,1,Never,Never,Yes,Tank,13150
7,39,106297,Student,Average,834,No,4,Weekly,Weekly,No,Direct Supply,2729
3,46,64608,Student,Average,1186,No,2,Weekly,Never,Yes,Tank,9775
7,53,26499,Retired,Average,2534,Yes,1,Daily,Never,No,Well,11549
3,56,104125,Salaried,Luxury,1383,Yes,2,Rarely,Weekly,Yes,Direct Supply,5227
1,14,172038,Salaried,Luxury,1035,No,3,Rarely,Never,Yes,Tank,12793
5,12,169877,Retired,Luxury,1184,No,3,Rarely,Weekly,Yes,Well,10579
2,28,151806,Salaried,Average,640,No,3,Rarely,Rarely,Yes,Direct Supply,14060
3,47,84954,Student,Average,2880,Yes,2,Daily,Rarely,Yes,Well,3152
3,29,59825,Business,Average,545,No,1,Daily,Daily,No,Well,11424
2,49,103063,Business,Minimalist,1211,Yes,1,Daily,Daily,No,Well,3481
3,70,20280,Retired,Average,2138,No,1,Daily,Weekly,Yes,Well,13381
4,38,88473,Salaried,Minimalist,2484,Yes,4,Never,Weekly,Yes,Well,4199
6,15,158374,Student,Luxury,1743,No,4,Rarely,Never,Yes,Tank,3184
1,62,141999,Salaried,Luxury,2422,Yes,2,Daily,Weekly,Yes,Tank,5904
6,27,116256,Student,Average,1509,No,1,Rarely,Never,No,Direct Supply,11876
1,53,46196,Retired,Luxury,1537,Yes,4,Daily,Never,No,Direct Supply,14160
7,57,63399,Business,Luxury,2257,No,4,Daily,Daily,Yes,Direct Supply,4227
6,57,89333,Salaried,Minimalist,2381,Yes,4,Weekly,Never,Yes,Tank,2146
6,48,54978,Business,Average,1743,No,3,Never,Rarely,No,Well,2525
4,9,29033,Retired,Average,632,Yes,1,Never,Daily,Yes,Direct Supply,8043
6,76,25965,Salaried,Minimalist,662,Yes,1,Rarely,Never,Yes,Tank,4413
4,19,55654,Salaried,Luxury,1556,Yes,3,Rarely,Never,No,Tank,10798
6,78,66299,Salaried,Average,2115,No,2,Weekly,Rarely,Yes,Tank,3653
1,2,51138,Business,Luxury,633,Yes,1,Daily,Weekly,Yes,Tank,10879
5,14,22712,Student,Luxury,646,Yes,2,Never,Weekly,No,Tank,14817
1,19,93142,Salaried,Minimalist,1752,No,4,Daily,Never,Yes,Tank,9603
4,69,132724,Business,Minimalist,1363,No,1,Rarely,Never,Yes,Tank,5442
4,10,174227,Salaried,Average,1285,Yes,2,Rarely,Weekly,Yes,Well,10250
6,60,108719,Student,Minimalist,2633,Yes,4,Rarely,Never,No,Well,13157
4,18,157490,Student,Minimalist,787,No,1,Never,Rarely,No,Tank,12253
4,33,28022,Business,Minimalist,2278,No,3,Daily,Daily,Yes,Tank,12474
4,3,75542,Retired,Minimalist,1316,No,2,Rarely,Daily,Yes,Tank,10278
3,48,70760,Business,Average,2585,Yes,3,Rarely,Rarely,No,Tank,11698
1,49,189457,Student,Average,1152,Yes,4,Daily,Never,No,Tank,13076
2,44,120318,Salaried,Luxury,1936,Yes,4,Weekly,Rarely,Yes,Well,10550
7,22,131305,Retired,Luxury,2658,No,4,Never,Daily,Yes,Direct Supply,7410
5,3,166664,Salaried,Luxury,1192,No,4,Daily,Daily,Yes,Tank,5853
1,35,146023,Student,Luxury,920,Yes,4,Never,Weekly,No,Direct Supply,3572
3,19,96993,Salaried,Average,679,Yes,2,Daily,Never,Yes,Tank,3911
7,57,80937,Student,Average,991,Yes,1,Daily,Never,No,Well,3872
3,15,135112,Business,Average,923,No,1,Weekly,Rarely,Yes,Well,5388
4,7,109267,Business,Average,2940,No,4,Never,Daily,No,Tank,9306
7,20,54759,Retired,Minimalist,2795,No,3,Weekly,Never,Yes,Direct Supply,8845
1,19,98869,Salaried,Minimalist,907,No,4,Daily,Weekly,No,Tank,3748
3,78,32167,Retired,Luxury,2043,No,1,Weekly,Rarely,Yes,Well,11357
7,25,153207,Retired,Luxury,1169,No,2,Never,Weekly,No,Direct Supply,6409
4,40,26000,Business,Minimalist,2120,No,3,Daily,Rarely,No,Direct Supply,3955
6,80,161337,Salaried,Luxury,1372,Yes,1,Never,Daily,Yes,Tank,7829
6,13,130027,Business,Luxury,2549,No,2,Never,Weekly,Yes,Direct Supply,7458
5,47,101637,Retired,Luxury,2512,Yes,4,Never,Weekly,No,Direct Supply,9378
7,5,150843,Business,Luxury,706,Yes,2,Daily,Weekly,No,Direct Supply,6940
7,63,56258,Student,Luxury,1601,No,3,Never,Weekly,No,Direct Supply,3955
6,21,109988,Retired,Minimalist,505,No,4,Daily,Rarely,No,Well,12139
5,21,48492,Student,Minimalist,2820,Yes,1,Never,Never,No,Well,4019
5,22,60584,Student,Average,1532,Yes,4,Weekly,Daily,Yes,Direct Supply,14616
6,1,27310,Salaried,Luxury,1861,No,3,Weekly,Daily,No,Direct Supply,12763
6,10,34419,Salaried,Minimalist,2092,No,4,Rarely,Rarely,Yes,Direct Supply,12776
3,12,64655,Business,Luxury,2009,Yes,3,Never,Weekly,No,Direct Supply,11508
2,60,35305,Salaried,Average,1052,No,4,Daily,Rarely,Yes,Well,8566
6,51,35226,Salaried,Minimalist,1340,No,3,Daily,Weekly,No,Well,13404
4,50,32843,Retired,Average,709,No,2,Rarely,Daily,No,Tank,7444
3,29,147511,Business,Average,2957,No,1,Daily,Weekly,No,Direct Supply,4154
6,57,122587,Student,Minimalist,1376,Yes,3,Rarely,Daily,No,Tank,2960
5,38,63132,Student,Minimalist,1865,Yes,4,Never,Rarely,No,Tank,7793
